round,team_a,team_b,winner,model_prob_a,model_prob_b,market_prob_a,market_prob_b,edge_a,edge_b,ev_a,ev_b,bet_team,bet_stake,bet_odds,bet_result,profit,cumulative_pnl,bankroll,data_quality,skipped,skip_reason
First Round,Gonzaga,Kennesaw State,Gonzaga,0.966,0.034,0.9578,0.0422,0.0082,-0.0082,-2.19,-21.8,,0.0,,,0.0,86.99,1086.99,real,False,
First Round,Houston,Idaho,Houston,0.9749,0.0251,0.9684,0.0316,0.0065,-0.0065,-1.54,-22.19,,0.0,,,0.0,86.99,1086.99,real,False,
First Round,Iowa State,Tennessee State,Iowa State,0.982,0.018,0.9539,0.0461,0.0281,-0.0281,-0.29,-62.2,,0.0,,,0.0,86.99,1086.99,real,False,
First Round,Alabama,Hofstra,Alabama,0.8757,0.1243,0.8371,0.1629,0.0386,-0.0386,0.54,-26.66,Alabama,9.97,-675.0,win,1.48,88.47,1088.47,real,False,
First Round,Utah State,Villanova,Utah State,0.5898,0.4102,0.4486,0.5514,0.1412,-0.1412,26.22,-28.59,Utah State,62.58,114.0,win,71.34,159.81,1159.81,real,False,
First Round,Iowa,Clemson,Iowa,0.6101,0.3899,0.5635,0.4365,0.0466,-0.0466,3.97,-14.22,Iowa,16.37,-142.0,win,11.53,171.34,1171.34,real,False,
First Round,Miami,Missouri,Miami,0.6737,0.3263,0.583,0.417,0.0907,-0.0907,10.83,-24.95,Miami,49.18,-155.0,win,31.73,203.07,1203.07,real,False,
First Round,Purdue,Queens University,Purdue,0.9796,0.0204,0.9578,0.0422,0.0218,-0.0218,-0.82,-53.08,,0.0,,,0.0,203.07,1203.07,real,False,
First Round,St. John's,Northern Iowa,St. John's,0.8191,0.1809,0.7768,0.2232,0.0423,-0.0423,1.18,-22.21,St. John's,15.12,-425.0,win,3.56,206.63,1206.63,real,False,
First Round,Kansas,California Baptist,Kansas,0.8769,0.1231,0.8773,0.1227,-0.0004,0.0004,-4.34,-3.98,,0.0,,,0.0,206.63,1206.63,real,False,
First Round,UCLA,UCF,UCLA,0.6865,0.3135,0.705,0.295,-0.0185,0.0185,-6.66,1.89,UCF,2.53,225.0,loss,-2.53,204.1,1204.1,real,False,
First Round,UConn,Furman,UConn,0.9694,0.0306,0.9578,0.0422,0.0116,-0.0116,-1.85,-29.62,,0.0,,,0.0,204.1,1204.1,real,False,
First Round,Florida,Prairie View A&M,Florida,0.996,0.004,0.976,0.024,0.02,-0.02,0.26,-83.6,Florida,119.21,-15000.0,win,0.79,204.89,1204.89,real,False,
First Round,Tennessee,Miami (OH),Tennessee,0.8786,0.1214,0.8295,0.1705,0.0491,-0.0491,1.13,-32.02,Tennessee,22.57,-662.0,win,3.41,208.3,1208.3,real,False,
Second Round,St. John's,Kansas,St. John's,0.5574,0.4426,0.5996,0.4004,-0.0422,0.0422,-10.68,6.22,Kansas,13.43,140.0,loss,-13.43,194.87,1194.87,real,False,
Second Round,Tennessee,Virginia,Tennessee,0.5385,0.4615,0.5174,0.4826,0.0211,-0.0211,-0.51,-8.6,,0.0,,,0.0,194.87,1194.87,real,False,
Second Round,Texas Tech,Alabama,Alabama,0.4726,0.5274,0.5174,0.4826,-0.0448,0.0448,-12.69,4.45,Alabama,13.55,-102.0,win,13.28,208.16,1208.16,real,False,
Second Round,Iowa State,Kentucky,Iowa State,0.7565,0.2435,0.669,0.331,0.0875,-0.0875,8.54,-29.38,Iowa State,59.34,-230.0,win,25.8,233.96,1233.96,real,False,
Second Round,Arkansas,High Point,Arkansas,0.8132,0.1868,0.7543,0.2457,0.0589,-0.0589,3.3,-27.15,Arkansas,37.65,-370.0,win,10.18,244.13,1244.13,approximated,False,
Second Round,Illinois,VCU,Illinois,0.8747,0.1253,0.8024,0.1976,0.0723,-0.0723,3.37,-39.86,Illinois,57.71,-550.0,win,10.49,254.62,1254.62,approximated,False,
Second Round,Michigan,Saint Louis,Michigan,0.8908,0.1092,0.8465,0.1535,0.0443,-0.0443,0.96,-31.75,Michigan,22.52,-750.0,win,3.0,257.63,1257.63,approximated,False,
Second Round,Michigan State,Louisville,Michigan State,0.5699,0.4301,0.6507,0.3493,-0.0808,0.0808,-15.87,18.28,Louisville,32.84,175.0,loss,-32.84,224.79,1224.79,approximated,False,
Second Round,Duke,TCU,Duke,0.9218,0.0782,0.8544,0.1456,0.0674,-0.0674,3.7,-48.39,Duke,90.7,-800.0,win,11.34,236.12,1236.12,approximated,False,
Second Round,Houston,Texas A&M,Houston,0.8644,0.1356,0.8544,0.1456,0.01,-0.01,-2.76,-10.5,,0.0,,,0.0,236.12,1236.12,approximated,False,
Second Round,Texas,Gonzaga,Texas,0.195,0.805,0.2516,0.7484,-0.0566,0.0566,-25.9,2.86,Gonzaga,31.83,-360.0,loss,-31.83,204.29,1204.29,approximated,False,
Second Round,Nebraska,Vanderbilt,Nebraska,0.5624,0.4376,0.4026,0.5974,0.1598,-0.1598,34.98,-29.23,Nebraska,75.22,140.0,win,105.31,309.6,1309.6,approximated,False,
Second Round,UCLA,UConn,UConn,0.2736,0.7264,0.3631,0.6369,-0.0895,0.0895,-27.77,9.33,UConn,60.46,-198.0,win,30.54,340.14,1340.14,real,False,
Second Round,Miami,Purdue,Purdue,0.2562,0.7438,0.24,0.76,0.0162,-0.0162,2.48,-6.05,Miami,2.77,300.0,loss,-2.77,337.37,1337.37,real,False,
Second Round,Iowa,Florida,Iowa,0.2479,0.7521,0.1777,0.8223,0.0702,-0.0702,33.87,-12.25,Iowa,25.73,440.0,win,113.21,450.58,1450.58,real,False,
Second Round,Utah State,Arizona,Arizona,0.1642,0.8358,0.1475,0.8525,0.0167,-0.0167,6.73,-5.97,Utah State,4.44,550.0,loss,-4.44,446.14,1446.14,real,False,
Sweet 16,Michigan,Alabama,Michigan,0.8346,0.1654,0.7939,0.2061,0.0407,-0.0407,1.8,-22.26,Michigan,29.66,-455.0,win,6.52,452.66,1452.66,real,False,
Sweet 16,Duke,St. John's,Duke,0.7875,0.2125,0.7851,0.2149,0.0024,-0.0024,14.22,12.62,Duke,114.67,-222.0,win,51.65,504.31,1504.31,real,False,
Sweet 16,UConn,Michigan State,UConn,0.514,0.486,0.5486,0.4514,-0.0346,0.0346,-9.06,4.49,Michigan State,14.68,115.0,loss,-14.68,489.63,1489.63,real,False,
Sweet 16,Iowa State,Tennessee,Tennessee,0.643,0.357,0.6122,0.3878,0.0308,-0.0308,3.03,-9.68,Iowa State,18.76,-166.0,loss,-18.76,470.87,1470.87,real,False,
Sweet 16,Arizona,Arkansas,Arizona,0.8021,0.1979,0.8196,0.1804,-0.0175,0.0175,-6.42,4.89,Arkansas,4.18,430.0,loss,-4.18,466.69,1466.69,approximated,False,
Sweet 16,Purdue,Texas,Purdue,0.7886,0.2114,0.7664,0.2336,0.0222,-0.0222,-1.43,-13.33,,0.0,,,0.0,466.69,1466.69,approximated,False,
Sweet 16,Illinois,Houston,Illinois,0.482,0.518,0.5991,0.4009,-0.1171,0.1171,-22.59,24.32,Houston,63.7,140.0,loss,-63.7,402.99,1402.99,approximated,False,
Sweet 16,Iowa,Nebraska,Iowa,0.391,0.609,0.2895,0.7105,0.1015,-0.1015,29.03,-18.1,Iowa,44.27,230.0,win,101.82,504.81,1504.81,approximated,False,
Elite Eight,Illinois,Iowa,Illinois,0.749,0.251,0.7289,0.2711,0.0201,-0.0201,0.29,-9.64,Illinois,3.22,-295.0,win,1.09,505.9,1505.9,real,False,
Elite Eight,Arizona,Purdue,Arizona,0.69,0.31,0.6989,0.3011,-0.0089,0.0089,-3.4,0.75,Purdue,1.25,225.0,loss,-1.25,504.65,1504.65,real,False,
Elite Eight,Michigan,Tennessee,Michigan,0.8049,0.1951,0.8544,0.1456,-0.0495,0.0495,-9.45,28.77,Tennessee,19.32,560.0,loss,-19.32,485.33,1485.33,approximated,False,
Elite Eight,UConn,Duke,UConn,0.2606,0.7394,0.3614,0.6386,-0.1008,0.1008,-30.94,10.91,Duke,81.02,-200.0,loss,-81.02,404.31,1404.31,approximated,False,
Final Four,Michigan,Arizona,Michigan,0.5872,0.4128,0.5798,0.4202,0.0074,-0.0074,-2.13,-5.06,,0.0,,,0.0,404.31,1404.31,approximated,False,
Final Four,Illinois,UConn,UConn,0.6094,0.3906,0.5427,0.4573,0.0667,-0.0667,7.82,-17.97,Illinois,35.68,-130.0,loss,-35.68,368.63,1368.63,approximated,False,
Championship,Michigan,UConn,Michigan,0.764,0.236,0.6211,0.3789,0.1429,-0.1429,18.84,-39.82,Michigan,116.06,-180.0,win,64.48,433.11,1433.11,real,False,
